,brand,model,screen_size,color,harddisk,cpu,ram,OS,graphics,graphics_coprocessor,rating,price,wifi & bluetooth,backlit keyboard,anti-glare,fingerprint,hd audio
2671,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2672,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2678,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2679,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2680,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2682,Alienware,Unknown,13.3,Silver,512.0,Unknown,16.0,Windows 10,Dedicated,Low-end GPU,3.7,1649.95,0,0,1,0,0
2684,Dell,Unknown,14.0,Green,1000.0,Ryzen 7,64.0,Windows 11 Pro,Integrated,Integrated,,959.99,0,1,0,1,0
2685,Dell,Latitude,14.0,Unknown,512.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,Integrated,1.0,1195.0,0,0,0,0,0
2688,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2689,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2690,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2691,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2692,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2693,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2695,Dell,Latitude,14.0,Unknown,256.0,Intel Core i3,8.0,Windows 11 Pro,Integrated,Integrated,,724.99,0,0,1,0,0
2696,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2697,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2698,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2699,Dell,Latitude,14.0,Silver,512.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,,1681.96,0,0,0,0,0
2702,Dell,Latitude,14.0,Gray,2000.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Integrated,,1599.0,0,0,0,0,0
2703,Dell,Latitude,14.0,Silver,1000.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Unknown,1.0,1222.99,0,1,0,0,0
2708,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2709,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2710,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2711,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2715,Dell,Latitude5520,15.6,Unknown,2000.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Integrated,,1853.99,0,0,0,0,0
2719,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2720,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2721,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2723,Lenovo,Ideapad,15.6,Red,256.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,4.0,550.0,0,0,1,0,0
2725,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2726,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2727,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2728,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2729,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2730,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2733,HP,Unknown,11.6,Unknown,256.0,Pentium,8.0,Windows 11 Pro,Integrated,Integrated,,657.24,0,0,0,0,0
2734,Dell,XPS9320,13.4,Silver,1000.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Integrated,5.0,1304.99,0,0,0,0,0
2736,Dell,Latitude5520,15.6,Unknown,4000.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,Integrated,,2622.99,0,0,0,0,0
2737,Acer,Latitude5000,14.0,Unknown,256.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Integrated,,925.0,0,0,1,0,0
2739,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2740,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2741,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2742,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2743,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2744,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2745,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2746,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2747,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2748,Dell,Latitude5530,15.6,Black,1000.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,Integrated,,1718.99,0,0,0,0,0
2750,Dell,Latitude3420,14.0,Black,256.0,Intel Core i3,16.0,Windows 11 Pro,Integrated,Unknown,,627.99,1,0,0,0,0
2754,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2755,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2756,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2758,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2759,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2760,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2763,Dell,Latitude7000,14.0,Black,512.0,Intel Core i7,16.0,Windows 10 Pro,Dedicated,Unknown,,1985.86,0,0,1,0,0
2765,Dell,Latitude5320,13.3,Black,256.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,,807.99,1,0,0,0,0
2766,Dell,Latitude9000,14.0,Gray,256.0,Intel Core i5,16.0,Windows 10 Pro,Dedicated,Unknown,,1050.66,0,0,1,0,0
2767,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2768,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2769,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2771,Dell,Latitude7440,14.0,Black,512.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Integrated,,1238.73,0,0,0,0,0
2772,Dell,XPS9520,15.6,Silver,1000.0,Intel Core i7,32.0,Windows 11,Dedicated,Mid-range GPU,5.0,1680.99,0,0,0,0,0
2776,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2777,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2778,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2779,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2780,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2781,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2782,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2783,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2784,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2786,Dell,Latitude7320,13.0,Black,256.0,Intel Core i7,16.0,Windows 11,Integrated,Integrated,,749.99,0,0,0,0,0
2788,Dell,Latitude,14.0,Silver,1000.0,Intel Core i5,16.0,Windows 11 Pro,Integrated,Integrated,,834.99,0,0,0,0,0
2789,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2790,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2791,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2792,Dell,Unknown,15.6,Unknown,256.0,Intel Core i5,16.0,Windows 11,Integrated,Integrated,,579.99,0,0,1,0,0
2793,Dell,Latitude7320,13.3,Black,512.0,Intel Core i7,16.0,Windows 11 Pro,Integrated,Unknown,,781.99,1,0,0,0,0
2794,Lenovo,Unknown,15.6,Unknown,1000.0,Unknown,16.0,Windows 10 Pro,Integrated,Unknown,,1499.0,0,0,0,0,0
2796,Apple,Unknown,15.6,Unknown,2000.0,Unknown,32.0,Mac OS,Dedicated,Unknown,,3699.0,0,0,0,0,0
2797,Dell,Latitude7320,13.3,Black,512.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Unknown,,708.99,1,0,0,0,0
2799,Dell,Latitude,14.1,Black,1000.0,Intel Core i7,8.0,Windows 10 Pro,Integrated,Integrated,4.0,389.0,0,0,0,0,0
2800,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2801,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2802,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2803,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2804,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2805,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2811,Dell,Unknown,14.0,Green,1000.0,Ryzen 7,32.0,Windows 11 Pro,Integrated,Integrated,4.0,877.99,0,1,0,1,0
2812,Lenovo,Thinkpad,14.0,Unknown,512.0,Intel Core i7,16.0,Windows 10 Pro,Integrated,Unknown,,1102.77,0,0,0,0,0
2813,Dell,Unknown,15.6,Black,1000.0,Intel Core i7,16.0,Windows 10,Dedicated,Low-end GPU,,1169.81,0,0,0,0,0
2814,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2815,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2816,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2818,Dell,Precision7770,17.0,Unknown,2000.0,Intel Core i7,64.0,Windows 11 Pro,Dedicated,High-end GPU,,3378.36,0,0,1,0,0
2821,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2822,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2823,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2824,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2825,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2826,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2827,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2828,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2829,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2830,Dell,AlienwareX17R2,17.3,Silver,1000.0,Intel Core i9,32.0,Windows 11 Pro,Dedicated,High-end GPU,,2799.95,0,0,0,0,0
2831,Dell,XPS9520,15.6,Silver,2000.0,Intel Core i7,16.0,Windows 11 Pro,Dedicated,Mid-range GPU,3.3,1752.99,0,0,0,0,0
2832,Dell,XPS,17.0,Silver,512.0,Intel Core i7,32.0,Windows 10,Dedicated,Unknown,,2599.0,0,1,1,1,0
2836,Dell,XPS,15.6,Silver,2000.0,Intel Core i9,16.0,Windows 10 Pro,"Integrated, Dedicated",Integrated,,2940.99,0,0,0,0,0
2837,HP,Pavilion,15.0,Unknown,1000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Unknown,5.0,1299.0,0,1,0,0,0
2838,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2839,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2840,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2841,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2842,Dell,Latitude,15.6,Unknown,1000.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,Integrated,5.0,210.0,0,0,0,0,0
2844,Dell,Precision7560,15.6,Silver,1000.0,Intel Core i9,32.0,Windows 10 Pro,Dedicated,Unknown,,4000.0,1,0,0,0,0
2846,Dell,XPS,13.3,Silver,256.0,Intel Core i5,8.0,Windows 10,Integrated,Unknown,3.6,899.81,0,1,0,1,0
2847,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2848,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2849,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2852,Dell,XPS9520,15.6,Silver,4000.0,Intel Core i7,64.0,Windows 11,Integrated,Mid-range GPU,,3116.99,0,0,0,0,0
2853,Dell,Latitude5520,15.6,Black,256.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Unknown,,877.99,1,0,0,0,0
2854,Dell,Latitude7320,13.3,Black,512.0,Intel Core i5,8.0,Windows 10 Pro,Integrated,Unknown,,1217.99,1,0,0,0,0
2856,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2857,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2858,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2859,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2860,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2861,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2866,Dell,Unknown,15.6,Unknown,512.0,Intel Core i5,16.0,Windows 10 Pro,Integrated,Integrated,,1661.99,0,0,0,0,0
2868,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2869,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2870,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2872,Dell,XPS,15.6,Silver,1000.0,Intel Core i9,64.0,Windows 10,Dedicated,Unknown,3.5,2860.99,0,1,0,1,0
2873,Dell,Unknown,14.0,Green,1000.0,Ryzen 7,16.0,Windows 11 Pro,Integrated,Integrated,,847.99,0,1,0,1,0
2874,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2875,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2876,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2879,Dell,Latitude,14.0,Silver,2000.0,Intel Core i5,32.0,Windows 11 Pro,Integrated,Unknown,1.0,1328.99,0,1,0,0,0
2883,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2884,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2885,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2890,Dell,Precision7770,17.3,Unknown,2000.0,Intel Core i9,64.0,Windows 11 Pro,Dedicated,High-end GPU,,2815.3,0,0,0,0,0
2892,Dell,Precision7560,15.6,Silver,1000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Unknown,1.0,2061.99,1,0,0,0,0
2893,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2894,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2895,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2896,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2897,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2898,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2901,Dell,XPS9320,13.4,Silver,2000.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,1350.99,0,0,0,0,0
2907,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2908,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2909,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2910,Dell,Unknown,14.0,Unknown,512.0,Intel Core i5,32.0,Windows 10 Pro,Integrated,Integrated,4.8,2699.95,0,0,0,0,0
2911,Dell,Latitude7420,14.0,Black,512.0,Intel Core i7,32.0,Windows 10 Pro,Integrated,Unknown,,1783.99,1,0,0,0,0
2912,Dell,Latitude,15.6,Silver,1000.0,Intel Core i7,64.0,Windows 11 Pro,Integrated,Unknown,,2616.99,0,0,0,1,0
2914,Dell,Inspiron,15.6,Black,1000.0,Celeron,16.0,Windows 11 Pro,Integrated,Integrated,3.6,888.99,0,0,0,0,0
2915,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2916,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2917,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2922,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2923,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2924,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2925,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2926,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2927,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2928,Dell,XPS,15.6,Black,1000.0,Intel Core i9,16.0,Windows 10 Pro,Dedicated,Mid-range GPU,3.4,1999.0,0,0,0,0,0
2930,Lenovo,Unknown,13.9,Gray,256.0,Unknown,8.0,Windows 10,Integrated,Integrated,,359.91,0,0,0,0,0
2931,Dell,Unknown,14.0,Green,512.0,Ryzen 7,16.0,Windows 11 Pro,Integrated,Integrated,,799.99,0,1,0,1,0
2932,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2933,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2934,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2935,Dell,Latitude5520,15.6,Black,2000.0,Intel Core i7,32.0,Windows 10 Pro,Integrated,Unknown,,2393.99,1,0,0,0,0
2937,Dell,Latitude5430,14.0,Black,512.0,Intel Core i5,16.0,Windows 11,Integrated,Integrated,,913.99,0,0,0,0,0
2938,Dell,Latitude5430,14.0,Black,512.0,Intel Core i7,32.0,Windows 11 Pro,Integrated,Integrated,,998.99,0,0,0,0,0
2941,HP,Unknown,15.6,Silver,1000.0,Intel Core i5,64.0,Windows 11 Pro,Integrated,Integrated,4.5,999.99,0,1,0,0,0
2942,ROKC,Ideapad3,15.6,Gray,1000.0,Intel Core i5,20.0,Windows 11,Integrated,Integrated,,639.99,0,0,0,0,0
2943,Dell,Inspiron,16.0,Silver,1000.0,Intel Core i5,32.0,Windows 11,Integrated,Integrated,,899.99,0,0,0,0,0
2944,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
2945,MSI,StealthGS6612UGS-025,15.6,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Mid-range GPU,1.0,1699.0,0,0,0,0,0
2946,ROKC,Unknown,14.0,Blue,1000.0,Intel Core i7,8.0,Windows 11,Integrated,Integrated,,589.99,0,0,0,0,0
2953,ROKC,Unknown,15.6,Blue,1152.0,Pentium,20.0,Windows 11,Integrated,Integrated,5.0,389.99,0,0,0,0,0
2954,HP,Unknown,14.0,Gold,64.0,Celeron,16.0,Windows 11,Integrated,Integrated,4.7,389.99,0,0,0,0,0
2955,HP,Unknown,15.6,Black,1000.0,Pentium,16.0,Windows 11,Integrated,Integrated,4.4,459.99,0,0,0,0,0
2956,Dell,Latitude,14.0,Unknown,512.0,Intel Core i7,20.0,Windows 10 Pro,Integrated,Unknown,,2499.0,0,0,0,0,0
2959,MSI,VectorGP6612UGS-267,15.66,Black,1000.0,Intel Core i9,32.0,Windows 11,Dedicated,Unknown,5.0,1599.0,0,0,0,0,0
